PARTICIPANT_ID,RUN_ID,CHUNK,CONDITION,RandomID,PRODUCT_SHOWN,AGE,GENDER,AI_MENTION_CHECK,PR_INCORP_SELF,PR_BELONGS_TO_ME,PR_CONNECTED,PR_CLOSENESS,PR_DIFFICULT_MINE,PRODUCT_HEDONICITY_1_UTIL_7_HED,AI_IMPROVE_LIFE,AI_IMPROVE_WORK,AI_USE_FUTURE,AI_POSITIVE_HUMANITY,AI_THREAT_HUMANS,SPOT_AI_CHOICE,SPOT_AI_CORRECT,AUCTION_WINNER,AUCTION_CORRECT,WTP_COINS_0_10,TASK_SUMMARY,MTURK_ID,MTURK_ID_ENTERED,COMPLETION_CODE
188,RUN_2026-01-06_1,1,No AI x Hedonic (new),88112,Chocolate bar,19,Female,Yes,2,2,2,1,3,7,2,2,2,2,1,Picture 1,0,Participant 2,1,3,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",ANV3NH84PT,Yes,237566
189,RUN_2026-01-06_1,1,No AI x Utilitarian (new),42092,Body wash,36,Male,Yes,2,2,2,1,3,3,2,1,1,1,1,Picture 2,1,Participant 2,1,7,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AVKX8VTYPY,Yes,237566
190,RUN_2026-01-06_1,1,No AI x Hedonic (new),89004,Chocolate bar,46,Male,Yes,2,2,1,1,3,5,2,1,1,2,1,Picture 2,1,Participant 1,0,9,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",ABUMYXEV46,Yes,237566
191,RUN_2026-01-06_1,1,AI x Utilitarian (new),43125,Body wash,27,Male,Yes,2,2,1,1,5,2,2,1,2,1,1,Picture 1,0,Participant 2,1,3,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",ABHW4USH81,Yes,237566
192,RUN_2026-01-06_1,1,No AI x Hedonic (new),94357,Chocolate bar,19,Male,No,2,2,2,1,4,5,2,2,2,1,1,Picture 2,1,Participant 2,1,7,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AF6EJ90LN4,Yes,237566
193,RUN_2026-01-06_1,1,No AI x Hedonic (new),94383,Chocolate bar,30,Female,Yes,2,2,2,1,3,6,2,2,1,1,1,Picture 2,1,Participant 2,1,10,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",ACZSBZVC24,No,237566
194,RUN_2026-01-06_1,1,No AI x Utilitarian (new),58468,Body wash,32,Male,Yes,2,2,1,1,3,3,2,2,2,1,1,Picture 1,0,Participant 1,0,4,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",ARFK7C4MCZ,Yes,237566
195,RUN_2026-01-06_1,1,No AI x Utilitarian (new),85544,Body wash,34,Male,Yes,2,2,2,1,3,3,2,2,2,1,1,Picture 2,1,Participant 2,1,6,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AQB646CTM7,Yes,237566
196,RUN_2026-01-06_1,1,AI x Utilitarian (new),57693,Body wash,37,Male,Yes,2,2,1,1,3,2,2,2,1,1,1,Picture 1,0,Participant 2,1,4,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AQMEQPBAMG,Yes,237566
197,RUN_2026-01-06_1,1,AI x Utilitarian (new),27071,Body wash,65,Female,Yes,2,2,1,1,3,2,2,2,2,2,1,Picture 1,0,Participant 3,0,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ABC23DG1KD,Yes,237566
198,RUN_2026-01-06_1,1,No AI x Hedonic (new),74842,Chocolate bar,38,Male,Yes,2,2,2,1,3,5,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A3QWOO6TI5,No,237566
199,RUN_2026-01-06_1,1,AI x Utilitarian (new),34788,Body wash,31,Male,Yes,2,2,1,1,3,2,2,1,1,1,1,Picture 1,0,Participant 2,1,6,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AMYV0T834O,Yes,237566
200,RUN_2026-01-06_1,1,AI x Utilitarian (new),82557,Body wash,24,Female,Yes,2,2,2,1,3,3,2,1,1,1,1,Picture 2,1,Participant 2,1,3,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",A4EJCQ0A90,Yes,237566
201,RUN_2026-01-06_1,1,No AI x Utilitarian (new),14627,Body wash,47,Male,Yes,2,1,1,1,4,3,2,2,2,1,1,Picture 2,1,Participant 2,1,9,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A1TBIUW4NT,Yes,237566
202,RUN_2026-01-06_1,1,No AI x Hedonic (new),20968,Chocolate bar,18,Female,Yes,2,2,1,1,4,4,2,2,1,1,1,Picture 1,0,Participant 2,1,7,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AYGU9LFB1N,Yes,237566
203,RUN_2026-01-06_1,1,No AI x Utilitarian (new),17546,Body wash,55,Female,Yes,2,2,2,1,4,3,2,2,1,1,1,Picture 1,0,Participant 2,1,2,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",ALJAU7TZYK,Yes,237566
204,RUN_2026-01-06_1,1,AI x Hedonic (new),92889,Chocolate bar,37,Non-binary,Yes,2,2,2,2,3,5,2,2,2,1,1,Picture 1,0,Participant 2,1,9,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AITZ30CMWP,Yes,237566
205,RUN_2026-01-06_1,1,AI x Hedonic (new),50261,Chocolate bar,19,Female,Yes,2,2,1,1,3,4,2,2,1,1,1,Picture 2,1,Participant 2,1,4,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A22YNJ4HQG,Yes,237566
206,RUN_2026-01-06_1,1,No AI x Hedonic (new),56433,Chocolate bar,39,Male,Yes,2,2,2,1,3,4,2,2,1,2,1,Picture 1,0,Participant 4,0,3,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ALRK1JC4VY,Yes,237566
207,RUN_2026-01-06_1,1,No AI x Hedonic (new),31700,Chocolate bar,36,Female,Yes,2,2,2,1,4,5,2,2,2,2,1,Picture 1,0,Participant 2,1,5,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ANKH6YTLB5,Yes,237566
208,RUN_2026-01-06_1,1,No AI x Hedonic (new),53780,Chocolate bar,52,Female,Yes,2,2,1,1,3,5,2,1,2,2,1,Picture 2,1,Participant 3,0,3,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AECAY2VADM,Yes,237566
209,RUN_2026-01-06_1,1,No AI x Hedonic (new),24267,Chocolate bar,19,Male,Yes,2,2,1,1,3,5,2,2,2,2,1,Picture 1,0,Participant 2,1,5,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",A3JWPU4N84,Yes,237566
210,RUN_2026-01-06_1,1,AI x Hedonic (new),20354,Chocolate bar,40,Female,Yes,2,2,2,1,3,5,2,2,2,1,1,Picture 2,1,Participant 2,1,9,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AR1KER5JTW,Yes,237566
211,RUN_2026-01-06_1,1,No AI x Hedonic (new),47142,Chocolate bar,37,Female,Yes,2,2,2,1,5,5,2,2,2,1,1,Picture 1,0,Participant 2,1,9,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AF169WX6VO,Yes,237566
212,RUN_2026-01-06_1,1,No AI x Utilitarian (new),80797,Body wash,48,Female,Yes,2,2,2,1,3,2,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AX1K1ZQ7T0,Yes,237566
213,RUN_2026-01-06_1,1,No AI x Utilitarian (new),19079,Body wash,24,Male,No,2,2,2,1,4,3,2,2,2,2,1,Picture 1,0,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",ASPXHI66WJ,Yes,237566
214,RUN_2026-01-06_1,1,No AI x Utilitarian (new),41085,Body wash,28,Female,Yes,2,2,2,1,4,2,2,2,1,1,2,Picture 2,1,Participant 1,0,5,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A0TGR20O9Z,Yes,237566
215,RUN_2026-01-06_1,1,No AI x Hedonic (new),73918,Chocolate bar,61,Male,Yes,2,2,2,1,3,6,2,2,1,1,1,Picture 1,0,Participant 1,0,9,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",APMMV81T0K,Yes,237566
216,RUN_2026-01-06_1,1,AI x Utilitarian (new),35528,Body wash,44,Female,No,2,2,2,1,3,2,2,1,1,2,1,Picture 2,1,Participant 2,1,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A82QUNCC8Z,Yes,237566
217,RUN_2026-01-06_1,1,AI x Hedonic (new),15529,Chocolate bar,19,Male,Yes,2,2,2,1,4,5,2,2,1,1,1,Picture 2,1,Participant 2,1,3,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ASAP5D67S6,Yes,237566
218,RUN_2026-01-06_1,1,AI x Utilitarian (new),30562,Body wash,41,Male,Yes,2,2,2,1,4,4,2,2,2,1,1,Picture 1,0,Participant 2,1,8,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AMAHFF94DE,Yes,237566
219,RUN_2026-01-06_1,1,AI x Hedonic (new),62415,Chocolate bar,28,Female,Yes,2,2,1,1,4,5,2,2,1,1,1,Picture 1,0,Participant 2,1,3,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A9018LNYI7,Yes,237566
220,RUN_2026-01-06_1,1,No AI x Utilitarian (new),46887,Body wash,29,Male,Yes,2,2,2,1,4,3,2,2,2,2,1,Picture 2,1,Participant 2,1,3,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A0YXPLTCDH,Yes,237566
221,RUN_2026-01-06_1,1,AI x Hedonic (new),25213,Chocolate bar,22,Male,Yes,2,2,2,1,3,5,2,1,2,1,1,Picture 2,1,Participant 2,1,3,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AZ4HZUD9Q2,Yes,237566
222,RUN_2026-01-06_1,1,No AI x Utilitarian (new),44754,Body wash,49,Male,Yes,2,2,1,1,3,4,2,2,2,2,1,Picture 2,1,Participant 2,1,3,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AHGKAX7M5D,Yes,237566
223,RUN_2026-01-06_1,1,AI x Utilitarian (new),67895,Body wash,31,Male,Yes,2,2,2,1,3,3,2,2,2,1,1,Picture 2,1,Participant 2,1,7,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ABY32VMTZ1,Yes,237566
224,RUN_2026-01-06_1,1,No AI x Hedonic (new),33606,Chocolate bar,39,Female,Yes,2,2,1,1,3,4,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AOMTSL67HZ,Yes,237566
225,RUN_2026-01-06_1,1,No AI x Hedonic (new),95699,Chocolate bar,38,Male,Yes,2,2,2,1,3,6,2,2,2,1,1,Picture 2,1,Participant 1,0,7,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AENUKGW4DV,Yes,237566
226,RUN_2026-01-06_1,1,No AI x Utilitarian (new),62808,Body wash,19,Male,Yes,2,2,1,1,4,2,2,1,1,1,1,Picture 1,0,Participant 2,1,6,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AI3R8TE4Z2,Yes,237566
227,RUN_2026-01-06_1,1,No AI x Utilitarian (new),36994,Body wash,28,Male,Yes,2,2,2,1,4,3,2,1,2,1,1,Picture 2,1,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AWQ6Z1OUWR,Yes,237566
228,RUN_2026-01-06_1,1,AI x Utilitarian (new),48126,Body wash,46,Male,Yes,2,2,1,2,4,2,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AQXTWGWU4J,Yes,237566
229,RUN_2026-01-06_1,1,AI x Hedonic (new),92772,Chocolate bar,18,Male,No,2,2,2,1,4,3,2,1,2,1,2,Picture 1,0,Participant 4,0,10,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A46KWLX5MI,Yes,237566
230,RUN_2026-01-06_1,1,No AI x Utilitarian (new),24943,Body wash,40,Female,Yes,2,2,2,1,3,3,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AA6D3Z8NXC,Yes,237566
231,RUN_2026-01-06_1,1,AI x Hedonic (new),71761,Chocolate bar,36,Male,Yes,2,2,1,2,5,4,2,2,1,1,1,Picture 1,0,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AEE2EL39QY,Yes,237566
232,RUN_2026-01-06_1,1,AI x Hedonic (new),13711,Chocolate bar,45,Male,Yes,2,2,1,1,4,5,2,2,2,1,1,Picture 1,0,Participant 2,1,7,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A23YUGFFME,Yes,237566
233,RUN_2026-01-06_1,1,AI x Hedonic (new),19775,Chocolate bar,45,Male,Yes,2,2,2,1,3,5,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AWDXBOHZ9H,Yes,237566
234,RUN_2026-01-06_1,1,AI x Hedonic (new),30329,Chocolate bar,47,Female,No,2,2,1,1,3,4,2,2,1,1,1,Picture 2,1,Participant 4,0,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AAYOOKOJK6,Yes,237566
235,RUN_2026-01-06_1,1,No AI x Hedonic (new),70352,Chocolate bar,38,Female,Yes,2,2,1,1,3,4,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AE8H9JGOUT,Yes,237566
236,RUN_2026-01-06_1,1,AI x Utilitarian (new),47673,Body wash,40,Female,Yes,2,2,1,1,3,2,2,1,1,1,1,Picture 1,0,Participant 2,1,6,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AIEOC9KTZS,No,237566
237,RUN_2026-01-06_1,1,AI x Utilitarian (new),77647,Body wash,29,Male,Yes,2,2,1,1,4,4,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",APK7VUUNQ7,Yes,237566
238,RUN_2026-01-06_1,1,AI x Utilitarian (new),93029,Body wash,31,Female,Yes,2,2,1,1,5,3,2,2,2,1,1,Picture 2,1,Participant 3,0,0,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AFCARLA9GH,Yes,237566
239,RUN_2026-01-06_1,1,AI x Hedonic (new),37224,Chocolate bar,48,Female,Yes,2,2,1,1,4,4,2,1,1,1,1,Picture 1,0,Participant 2,1,4,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A9RZZT0ESC,No,237566
240,RUN_2026-01-06_1,1,No AI x Hedonic (new),94954,Chocolate bar,30,Female,Yes,2,2,1,1,3,6,2,1,2,2,1,Picture 2,1,Participant 2,1,7,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A5JLMCZJW9,Yes,237566
241,RUN_2026-01-06_1,1,AI x Utilitarian (new),34012,Body wash,49,Female,Yes,2,2,2,1,4,2,2,2,1,2,1,Picture 1,0,Participant 2,1,4,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",ASLVL7IWOG,Yes,237566
242,RUN_2026-01-06_1,1,No AI x Hedonic (new),79454,Chocolate bar,49,Female,Yes,2,2,2,1,3,4,2,2,1,1,1,Picture 2,1,Participant 2,1,2,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A0JOM109RN,Yes,237566
243,RUN_2026-01-06_1,1,No AI x Utilitarian (new),10970,Body wash,28,Female,Yes,2,2,1,1,3,2,2,2,2,1,1,Picture 2,1,Participant 4,0,8,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AE62YPCXG5,Yes,237566
244,RUN_2026-01-06_1,1,No AI x Utilitarian (new),29242,Body wash,44,Female,Yes,2,2,1,1,3,3,2,2,2,1,1,Picture 2,1,Participant 2,1,8,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AS8YBMLI3M,Yes,237566
245,RUN_2026-01-06_1,1,AI x Utilitarian (new),30230,Body wash,27,Male,No,2,2,1,1,3,3,2,2,1,2,1,Picture 1,0,Participant 2,1,6,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A2N5DJJN5R,Yes,237566
246,RUN_2026-01-06_1,1,No AI x Utilitarian (new),25238,Body wash,41,Male,Yes,2,2,1,1,3,3,2,2,2,1,1,Picture 2,1,Participant 4,0,6,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A8GW49IE30,Yes,237566
247,RUN_2026-01-06_1,1,AI x Hedonic (new),89986,Chocolate bar,28,Female,Yes,2,2,1,1,5,6,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AHEG2ZHF9R,Yes,237566
248,RUN_2026-01-06_1,1,No AI x Hedonic (new),43451,Chocolate bar,41,Female,Yes,2,2,1,1,4,5,2,2,2,1,1,Picture 1,0,Participant 2,1,8,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AXGEBI5VWU,Yes,237566
249,RUN_2026-01-06_1,1,AI x Hedonic (new),76625,Chocolate bar,39,Female,Yes,2,2,1,1,3,4,2,1,2,2,1,Picture 2,1,Participant 2,1,7,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ANGOU2R290,Yes,237566
250,RUN_2026-01-06_1,1,AI x Utilitarian (new),69120,Body wash,25,Female,Yes,2,2,2,1,4,4,2,1,1,1,1,Picture 1,0,Participant 2,1,4,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A4HC2OKFR9,Yes,237566
251,RUN_2026-01-06_1,1,AI x Hedonic (new),89719,Chocolate bar,62,Male,Yes,2,2,2,1,4,5,1,2,2,1,1,Picture 2,1,Participant 2,1,9,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AWL4DMCC26,Yes,237566
252,RUN_2026-01-06_1,1,No AI x Hedonic (new),24906,Chocolate bar,49,Female,Yes,2,2,2,1,3,5,2,2,2,1,1,Picture 2,1,Participant 2,1,9,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A84WGTOUZJ,Yes,237566
253,RUN_2026-01-06_1,1,No AI x Hedonic (new),43153,Chocolate bar,18,Female,Yes,2,2,2,1,4,6,2,2,1,1,1,Picture 1,0,Participant 2,1,3,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",ASX8SRQTPO,Yes,237566
254,RUN_2026-01-06_1,1,AI x Hedonic (new),48444,Chocolate bar,42,Female,Yes,2,2,1,1,4,5,2,2,1,1,1,Picture 2,1,Participant 2,1,4,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A6KHN04Q3F,Yes,237566
255,RUN_2026-01-06_1,1,No AI x Hedonic (new),65747,Chocolate bar,32,Female,Yes,2,2,2,1,4,4,2,2,2,1,1,Picture 2,1,Participant 2,1,6,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AN4RFNBJMD,Yes,237566
256,RUN_2026-01-06_1,1,No AI x Hedonic (new),64143,Chocolate bar,62,Male,Yes,2,2,1,1,4,6,2,1,2,1,2,Picture 1,0,Participant 2,1,7,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",ALE439NHU1,Yes,237566
257,RUN_2026-01-06_1,1,AI x Utilitarian (new),23677,Body wash,37,Female,Yes,2,2,1,1,4,3,2,2,2,1,1,Picture 1,0,Participant 2,1,5,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A88JWO2B34,Yes,237566
258,RUN_2026-01-06_1,1,No AI x Utilitarian (new),30173,Body wash,42,Female,Yes,2,2,2,1,4,3,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AQRACO23QE,Yes,237566
259,RUN_2026-01-06_1,1,AI x Utilitarian (new),15597,Body wash,35,Female,Yes,2,2,2,1,2,3,2,2,1,1,1,Picture 2,1,Participant 2,1,4,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A0VLX15ZEG,Yes,237566
260,RUN_2026-01-06_1,1,AI x Hedonic (new),21126,Chocolate bar,45,Male,Yes,2,2,1,1,4,6,2,2,1,1,1,Picture 2,1,Participant 2,1,3,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AOVR1HQFMM,Yes,237566
261,RUN_2026-01-06_1,1,No AI x Utilitarian (new),75150,Body wash,31,Female,Yes,2,2,1,1,4,3,2,2,1,1,1,Picture 1,0,Participant 2,1,10,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AU5Y3E2D0G,Yes,237566
262,RUN_2026-01-06_1,1,No AI x Hedonic (new),46941,Chocolate bar,27,Male,Yes,2,2,1,2,3,5,2,2,2,1,1,Picture 1,0,Participant 2,1,8,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A5RJENW1SL,Yes,237566
263,RUN_2026-01-06_1,1,No AI x Utilitarian (new),44986,Body wash,32,Male,Yes,2,2,1,1,4,1,2,2,1,1,1,Picture 2,1,Participant 2,1,1,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AJX5XWT7RM,Yes,237566
264,RUN_2026-01-06_1,1,AI x Utilitarian (new),11414,Body wash,32,Female,No,2,2,2,1,4,4,2,1,1,1,1,Picture 1,0,Participant 2,1,7,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A74J7IY9XJ,Yes,237566
265,RUN_2026-01-06_1,1,No AI x Hedonic (new),13562,Chocolate bar,45,Male,Yes,2,2,2,1,4,6,2,2,2,1,1,Picture 1,0,Participant 2,1,10,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A86GF69FFJ,Yes,237566
266,RUN_2026-01-06_1,1,AI x Utilitarian (new),27117,Body wash,39,Female,Yes,2,2,2,1,4,3,2,2,2,1,2,Picture 1,0,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",ASH4QK21QY,Yes,237566
267,RUN_2026-01-06_1,1,No AI x Utilitarian (new),53310,Body wash,32,Male,Yes,2,2,1,1,3,3,2,1,1,1,1,Picture 1,0,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AN4RR51BJ1,Yes,237566
268,RUN_2026-01-06_1,1,No AI x Hedonic (new),73335,Chocolate bar,33,Female,No,2,2,2,1,4,4,2,2,2,1,2,Picture 2,1,Participant 2,1,5,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",ARFCDE7TPZ,No,237566
269,RUN_2026-01-06_1,1,AI x Hedonic (new),37671,Chocolate bar,27,Female,Yes,2,2,2,1,3,5,2,2,2,2,1,Picture 2,1,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ARMS2XGH9C,Yes,237566
270,RUN_2026-01-06_1,1,AI x Utilitarian (new),70144,Body wash,39,Male,Yes,2,2,1,1,3,3,2,2,1,1,1,Picture 1,0,Participant 2,1,10,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ARS1Y5R6SM,Yes,237566
271,RUN_2026-01-06_1,1,No AI x Hedonic (new),64020,Chocolate bar,18,Female,Yes,2,2,2,1,3,6,2,2,1,1,1,Picture 2,1,Participant 2,1,8,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AL4PQ3A5V6,Yes,237566
272,RUN_2026-01-06_1,1,AI x Utilitarian (new),67195,Body wash,35,Male,Yes,2,2,1,1,3,3,2,2,2,1,1,Picture 2,1,Participant 2,1,3,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AR65BPUJMW,Yes,237566
273,RUN_2026-01-06_1,1,No AI x Utilitarian (new),25784,Body wash,52,Female,No,2,1,2,1,2,5,2,2,1,1,1,Picture 1,0,Participant 2,1,8,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AWCW19YTI5,Yes,237566
274,RUN_2026-01-06_1,1,No AI x Utilitarian (new),76736,Body wash,33,Male,Yes,2,2,1,1,3,3,2,2,2,1,1,Picture 1,0,Participant 2,1,5,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",ADLJL1IZFW,Yes,237566
275,RUN_2026-01-06_1,1,AI x Hedonic (new),24428,Chocolate bar,30,Male,Yes,2,2,2,1,3,4,2,2,2,1,1,Picture 2,1,Participant 2,1,4,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",ALO0T9V5N9,Yes,237566
276,RUN_2026-01-06_1,1,No AI x Hedonic (new),84433,Chocolate bar,38,Female,Yes,2,2,2,1,3,5,2,2,1,2,1,Picture 2,1,Participant 2,1,6,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AH62XAYXCA,Yes,237566
277,RUN_2026-01-06_1,1,AI x Hedonic (new),53072,Chocolate bar,26,Male,Yes,2,2,2,1,3,5,2,2,2,2,1,Picture 2,1,Participant 2,1,6,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AKBWB9Y9H8,Yes,237566
278,RUN_2026-01-06_1,1,No AI x Hedonic (new),77467,Chocolate bar,28,Female,Yes,2,2,2,1,4,6,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AXHZM2YG22,Yes,237566
279,RUN_2026-01-06_1,1,AI x Hedonic (new),35383,Chocolate bar,46,Male,Yes,2,2,2,1,4,5,2,1,2,1,1,Picture 1,0,Participant 2,1,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A3A7V19ZHC,Yes,237566
280,RUN_2026-01-06_1,1,No AI x Utilitarian (new),53859,Body wash,30,Male,Yes,2,2,2,1,3,2,2,1,1,1,1,Picture 2,1,Participant 2,1,2,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AQCMV1LK9R,Yes,237566
281,RUN_2026-01-06_1,1,No AI x Hedonic (new),49128,Chocolate bar,61,Female,Yes,2,2,1,1,4,5,2,2,1,1,1,Picture 2,1,Participant 1,0,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AXDY3DD1TW,Yes,237566
